species,accession,is_focal,target,query_sha256,pident,coverage,evalue,bitscore,present,method_version
L. delbrueckii,GCF_021600565.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,99.2,100.0,1.54e-77,244.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600565.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600585.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600585.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600585.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600585.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600585.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,36.9,98.2,2.3e-30,114.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600585.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,100.0,88.9,0.0,568.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600585.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,38.3,89.3,1.36e-61,207.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600585.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,25.0,29.1,1.46e-07,50.1,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600585.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,38.0,89.7,1.67e-131,427.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600585.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,71.3,99.9,0.0,1004.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600585.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,64.8,53.3,2.95e-145,461.0,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600585.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,44.0,93.3,5.36e-34,120.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600585.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,100.0,100.0,3.34e-78,246.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600585.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600605.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600605.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600605.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600605.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600605.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,36.9,98.2,2.29e-30,114.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600605.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,100.0,88.9,0.0,568.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600605.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,38.3,89.3,1.39e-61,207.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600605.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,25.0,29.1,1.48e-07,50.1,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600605.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,38.0,89.7,1.78e-131,427.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600605.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,71.3,99.9,0.0,1004.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600605.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,63.0,99.7,0.0,786.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600605.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,44.0,93.3,5.35e-34,120.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600605.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,100.0,100.0,3.35e-78,246.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600605.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600625.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600625.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600625.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600625.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600625.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,36.9,98.2,2.31e-30,114.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600625.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,100.0,88.9,0.0,568.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600625.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,38.3,89.3,1.39e-61,207.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600625.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,25.0,29.1,1.49e-07,50.1,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600625.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,38.0,89.7,1.79e-131,427.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600625.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,71.3,99.9,0.0,1004.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600625.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,63.0,99.7,0.0,786.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600625.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,44.0,93.3,5.38e-34,120.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600625.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,100.0,100.0,3.36e-78,246.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600625.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600645.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600645.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600645.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600645.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600645.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,36.9,98.2,4.34e-30,113.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600645.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,100.0,88.9,0.0,568.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600645.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,38.3,89.3,1.41e-61,207.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600645.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,25.8,29.1,4.27e-08,52.0,0,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600645.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,37.7,89.7,6.61e-131,426.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600645.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,71.3,99.9,0.0,1005.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600645.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,62.7,99.7,0.0,783.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600645.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,44.0,93.3,7.07e-34,120.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600645.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,99.2,100.0,1.63e-77,244.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,GCF_021600645.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,IAHAHI,1,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,IAHAHI,1,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,IAHAHI,1,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,IAHAHI,1,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,IAHAHI,1,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,42.6,45.7,1.92e-22,86.7,0,multiquery_tblastn_querybound_v2
L. delbrueckii,IAHAHI,1,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,99.4,88.9,0.0,565.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,IAHAHI,1,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,38.0,89.3,1.39e-59,202.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,IAHAHI,1,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,,,,,0,multiquery_tblastn_querybound_v2
L. delbrueckii,IAHAHI,1,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,37.8,89.7,3.88e-130,424.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,IAHAHI,1,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,71.2,99.9,0.0,1003.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,IAHAHI,1,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,63.2,99.7,0.0,788.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,IAHAHI,1,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,44.0,93.3,4.63e-34,120.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,IAHAHI,1,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,99.2,100.0,1.38e-77,244.0,1,multiquery_tblastn_querybound_v2
L. delbrueckii,IAHAHI,1,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000687495.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,50.4,91.1,1.11e-35,127.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000687495.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,100.0,100.0,2.5e-92,289.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000687495.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,100.0,100.0,0.0,979.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000687495.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000687495.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,37.3,95.9,1.23e-37,135.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000687495.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,79.6,88.9,3.47e-148,460.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000687495.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,100.0,100.0,0.0,604.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000687495.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,53.0,97.1,1.15e-151,474.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000687495.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,99.6,100.0,0.0,1485.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000687495.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,77.0,100.0,0.0,1085.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000687495.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,74.6,98.7,0.0,900.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000687495.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,99.3,100.0,3.4e-89,279.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000687495.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,30.4,97.5,1.08e-12,60.1,0,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000687495.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000731855.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,50.4,91.1,1.07e-35,127.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000731855.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,100.0,100.0,2.41e-92,289.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000731855.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,99.8,100.0,0.0,976.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000731855.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000731855.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,37.3,95.9,1.18e-37,135.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000731855.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,79.6,88.9,3.18e-148,460.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000731855.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,100.0,100.0,0.0,604.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000731855.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,52.7,98.9,2.94e-154,481.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000731855.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,99.7,100.0,0.0,1486.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000731855.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,77.0,100.0,0.0,1085.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000731855.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,74.6,98.7,0.0,900.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000731855.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,99.3,100.0,3.28e-89,279.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000731855.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,30.4,97.5,1.05e-12,60.1,0,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000731855.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000743895.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,50.4,91.1,1.03e-35,127.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000743895.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,99.3,100.0,1.62e-91,286.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000743895.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,99.6,100.0,0.0,977.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000743895.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000743895.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,37.3,95.9,1.14e-37,135.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000743895.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,79.6,88.9,3.06e-148,460.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000743895.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,100.0,100.0,0.0,604.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000743895.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,52.7,98.9,2.81e-154,481.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000743895.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,99.5,100.0,0.0,1483.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000743895.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,77.0,100.0,0.0,1085.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000743895.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,74.6,98.7,0.0,900.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000743895.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,99.3,100.0,3.14e-89,279.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000743895.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,30.4,97.5,1.01e-12,60.1,0,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000743895.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000764285.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,50.4,91.1,1.07e-35,127.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000764285.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,100.0,100.0,2.4e-92,289.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000764285.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,99.8,100.0,0.0,975.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000764285.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000764285.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,37.3,95.9,1.18e-37,135.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000764285.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,79.6,88.9,3.34e-148,460.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000764285.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,99.7,100.0,0.0,601.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000764285.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,53.0,97.1,4.82e-152,475.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000764285.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,99.3,100.0,0.0,1479.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000764285.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,77.0,100.0,0.0,1085.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000764285.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,74.6,98.7,0.0,900.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000764285.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,100.0,100.0,9.46e-90,281.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000764285.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,29.6,97.5,3.6e-11,55.8,0,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000764285.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000931425.2,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,50.4,91.1,1.07e-35,127.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000931425.2,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,100.0,100.0,2.4e-92,289.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000931425.2,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,100.0,100.0,0.0,979.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000931425.2,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000931425.2,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,37.3,95.9,1.18e-37,135.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000931425.2,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,79.6,88.9,3.33e-148,460.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000931425.2,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,100.0,100.0,0.0,604.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000931425.2,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,52.7,98.9,2.93e-154,481.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000931425.2,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,99.7,100.0,0.0,1486.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000931425.2,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,77.0,100.0,0.0,1085.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000931425.2,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,74.6,98.7,0.0,900.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000931425.2,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,99.3,100.0,3.27e-89,279.0,1,multiquery_tblastn_querybound_v2
L. plantarum,GCF_000931425.2,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,30.4,97.5,1.04e-12,60.1,0,multiquery_tblastn_querybound_v2
